2	663
4	1376
2	648
2	647
2	654
2	549
2	624
3	892
4	1310
8	2485
2	579
3	1000
10	3155
4	1208
2	659
2	639
3	929
4	1357
2	658
2	616
6	1931
2	658
3	948
2	652
2	646
3	959
5	1528
2	583
2	562
5	1603
13	4011
2	728
5	1604
3	875
3	1047
4	1180
2	636
2	572
2	586
3	984
4	1219
3	984
2	634
2	629
2	601
3	972
2	659
2	696
2	617
2	623
2	652
2	560
2	681
2	683
4	1318
3	961
4	1236
2	598
4	1228
3	984
2	651
2	615
2	614
2	606
2	660
2	632
2	665
8	2456
3	939
9	2836
5	1567
3	907
2	615
2	657
2	644
20	6331
2	639
2	602
3	1068
2	611
4	1276
2	556
2	726
2	644
4	1402
2	620
2	688
2	629
2	614
3	979
4	1262
2	674
2	679
2	621
2	587
2	730
2	630
2	608
12	3782
2	622
2	607
4	1267
3	978
2	620
2	642
3	922
2	693
3	961
2	611
2	651
2	652
3	960
2	559
8	2395
2	675
3	919
2	610
2	589
2	532
11	3500
2	656
3	988
4	1213
2	548
2	656
3	931
5	1516
2	642
8	2447
2	681
7	2226
11	3482
4	1255
2	607
8	2443
7	2197
2	654
4	1279
2	620
2	609
3	925
2	629
4	1322
5	1658
3	952
7	2169
4	1231
2	642
2	628
2	627
3	986
2	580
2	660
2	680
10	3116
3	920
2	681
3	892
2	639
2	721
2	605
2	562
3	917
11	3435
2	651
16	4879
2	602
2	626
7	2249
2	628
3	991
3	899
2	533
2	684
2	616
2	684
4	1294
2	523
2	604
4	1169
2	637
2	585
2	718
2	582
2	672
31	9890
7	2191
12	3811
2	645
2	569
4	1266
2	671
2	658
2	640
4	1383
3	922
2	639
2	622
2	615
2	619
5	1559
3	944
2	598
2	646
2	675
5	1474
2	617
3	894
2	610
3	957
2	584
2	614
2	613
2	673
4	1246
11	3471
2	592
2	596
12	3593
3	993
2	577
2	589
2	594
4	1320
2	603
2	641
3	972
2	658
3	1057
2	594
2	559
2	592
2	600
3	998
2	620
2	676
2	596
2	587
2	613
2	601
2	644
2	664
3	861
2	631
3	930
2	599
4	1196
3	877
2	661
2	629
2	600
2	665
3	945
2	658
2	616
2	646
3	944
2	656
4	1195
2	613
2	621
15	4637
3	905
2	581
2	659
2	625
3	948
3	941
3	967
2	634
2	650
3	1041
30	9362
2	583
5	1507
2	612
2	557
2	639
3	912
7	2198
2	585
2	597
2	621
2	675
2	578
2	644
2	585
2	615
2	541
2	595
2	696
4	1248
2	579
2	594
3	938
2	622
2	687
3	997
2	675
2	595
2	651
2	716
5	1540
3	928
2	613
4	1263
2	655
2	621
2	674
2	669
2	640
11	3493
2	635
2	706
2	641
2	566
2	595
2	645
4	1268
3	851
2	667
2	632
3	935
72	22725
6	1890
3	907
6	1786
2	575
4	1274
2	633
2	629
2	626
2	637
7	2233
2	569
2	641
2	581
6	1841
3	909
2	651
8	2601
5	1667
2	681
2	674
2	731
2	584
3	930
3	899
2	617
4	1249
2	634
2	710
2	647
2	595
2	699
3	918
3	921
4	1110
2	621
2	614
2	655
3	898
3	1032
2	596
2	625
2	653
2	742
2	681
2	730
2	632
3	821
6	1906
8	2619
3	936
2	604
4	1293
2	636
2	622
2	627
2	620
2	623
2	612
2	593
4	1250
2	588
2	552
2	760
2	572
2	609
2	646
2	658
2	656
2	616
2	660
2	706
2	675
2	620
2	576
3	804
4	1201
6	1814
3	916
2	587
2	533
4	1257
5	1526
5	1625
4	1248
2	684
2	646
4	1272
6	2049
2	632
3	953
2	600
2	644
2	739
3	882
2	543
2	589
2	564
2	645
6	1910
4	1293
2	572
2	735
2	677
29	9303
2	762
27	8404
6	1869
2	650
5	1624
3	919
2	597
3	1002
2	630
2	612
2	648
2	636
2	632
2	716
2	738
3	887
2	678
2	599
3	945
6	1914
6	1940
2	672
2	638
2	586
2	609
2	597
2	657
15	4806
4	1413
4	1261
4	1209
2	639
2	578
3	938
4	1260
2	595
2	634
2	666
6	1964
7	2209
2	657
2	576
3	949
3	1049
2	654
2	599
2	596
4	1212
5	1665
2	680
2	705
2	570
2	714
2	604
2	641
2	624
3	897
4	1259
3	956
2	636
2	598
2	607
3	1011
2	589
2	593
2	590
2	624
2	596
2	659
2	611
2	599
3	998
2	643
2	610
2	648
2	599
4	1254
2	663
3	917
2	576
2	659
2	629
53	16531
3	929
2	613
7	2190
2	688
3	891
2	551
3	961
2	590
2	663
2	600
3	949
2	629
2	668
2	635
4	1170
2	594
3	1017
2	678
2	562
3	901
19	6020
2	683
2	586
2	614
3	1015
3	921
2	622
2	553
2	616
15	4674
3	976
5	1517
2	661
2	605
2	709
3	895
4	1318
2	668
2	654
2	623
2	673
3	873
2	646
2	630
2	643
2	570
2	599
2	603
2	630
2	647
3	1013
2	657
2	522
2	627
14	4272
2	653
7	2131
4	1158
2	535
2	631
2	569
2	620
2	659
6	1895
2	608
2	659
3	870
2	701
2	650
2	595
2	606
2	604
2	665
2	668
2	614
2	668
3	966
2	591
2	606
3	936
2	706
3	926
3	998
5	1560
2	632
3	844
6	1850
2	542
2	643
2	706
3	1024
2	650
2	594
2	608
2	609
2	648
2	622
3	939
2	601
2	582
5	1540
2	642
2	612
3	891
2	658
5	1593
3	994
2	618
2	617
3	960
5	1718
2	637
2	617
2	631
3	886
2	599
3	939
3	914
3	981
3	940
2	653
2	564
2	611
2	634
5	1521
2	678
4	1306
2	591
2	581
3	944
2	628
5	1635
3	901
2	611
2	571
2	558
6	1918
3	872
2	665
2	563
2	678
2	583
6	1940
2	652
2	588
4	1418
2	622
3	969
3	914
2	681
4	1304
2	599
3	902
3	927
2	624
4	1345
3	947
2	546
3	897
3	1052
5	1450
2	639
2	666
2	526
2	600
2	590
2	689
5	1478
2	555
2	583
2	631
8	2461
2	653
2	685
5	1609
3	863
2	680
2	625
3	919
2	638
2	643
2	607
3	942
2	640
3	893
2	707
3	942
2	670
2	666
2	610
3	944
2	558
2	637
3	936
6	1845
3	983
2	666
2	609
2	610
2	599
2	681
3	944
3	932
2	575
2	626
3	856
2	609
2	603
2	734
3	894
2	600
2	569
2	677
5	1547
5	1510
2	576
2	646
3	973
2	690
2	621
2	565
15	4739
2	653
2	639
2	665
2	683
2	574
2	571
4	1274
2	687
2	593
3	954
4	1304
2	631
2	610
2	633
2	602
2	625
4	1238
3	903
4	1202
2	576
2	668
2	664
2	639
5	1639
2	592
4	1164
2	644
3	861
3	916
4	1417
2	566
4	1271
3	993
2	656
2	641
2	505
2	627
2	629
2	621
2	621
5	1642
2	594
2	677
2	677
3	993
5	1567
2	670
8	2488
25	7868
3	888
2	575
2	717
2	641
2	638
2	661
2	585
2	684
2	585
3	1038
3	992
11	3584
16	4827
2	590
3	994
2	631
2	644
3	929
2	596
2	625
3	846
2	592
2	646
2	589
2	619
2	639
3	968
7	2119
3	929
4	1263
11	3577
2	625
3	902
3	939
2	642
2	591
2	598
5	1645
2	622
3	878
2	616
2	635
2	612
2	648
2	635
2	717
2	663
2	588
2	567
3	954
2	599
3	1005
96	30325
3	944
37	11579
101	31643
2	639
3	874
2	694
2	559
2	597
3	934
3	948
2	597
2	653
2	583
2	578
3	862
13	3981
4	1189
2	638
3	1024
2	692
2	592
2	658
2	652
2	638
2	614
2	689
2	664
2	719
3	959
2	636
2	607
2	610
2	660
3	918
2	533
7	2152
3	933
2	581
2	602
4	1343
3	972
2	675
6	1853
2	620
2	642
3	954
2	621
2	602
2	633
2	696
2	575
2	565
2	675
19	5949
2	656
2	597
2	618
3	855
2	636
2	689
2	578
2	614
2	621
3	894
2	665
2	590
2	644
2	588
2	637
2	617
3	899
4	1162
4	1251
2	616
2	556
4	1279
3	928
2	583
2	651
2	706
7	2234
2	648
2	651
5	1571
2	643
2	612
2	589
2	642
2	699
2	689
2	601
2	559
2	639
2	625
2	758
2	623
2	595
2	588
3	1047
4	1258
5	1630
2	688
4	1241
2	544
2	614
3	957
2	621
4	1287
4	1257
3	974
4	1283
2	573
2	672
2	570
2	579
3	1026
6	1930
9	2834
2	625
2	576
2	609
3	877
2	660
3	1047
2	668
2	596
17	5327
3	1018
4	1266
3	945
3	924
2	618
3	996
2	651
2	584
2	618
4	1255
3	913
3	862
6	1929
2	619
2	703
2	589
2	654
2	619
2	633
5	1534
3	895
11	3478
2	634
2	619
3	962
3	937
2	682
4	1344
2	580
2	634
2	614
2	588
3	913
2	629
20	6158
4	1160
2	679
3	940
2	691
2	561
3	897
2	629
3	922
2	638
2	607
2	620
2	611
2	699
7	2184
2	641
2	597
5	1563
2	679
3	952
2	622
2	712
24	7394
4	1231
2	609
3	934
3	970
4	1187
2	606
2	638
2	624
2	656
2	655
19	5953
3	933
2	592
4	1275
3	879
3	955
6	1871
2	585
2	685
2	596
3	941
2	625
3	966
14	4253
2	703
2	594
2	680
6	1848
4	1249
2	671
7	2293
2	604
3	932
3	950
5	1578
3	973
2	573
4	1186
3	897
3	949
2	638
2	608
2	602
2	651
4	1300
2	662
2	659
2	604
2	597
3	865
5	1553
2	626
4	1179
2	678
2	642
2	649
4	1258
7	2358
3	923
3	959
2	586
6	1917
4	1241
2	704
2	610
2	605
2	607
3	879
6	1797
2	605
4	1231
2	658
2	720
2	661
3	988
3	1027
3	934
2	617
4	1253
2	689
2	645
21	6525
3	905
2	672
6	1872
2	725
2	668
2	628
2	594
5	1548
4	1264
2	586
18	5652
3	953
3	934
3	919
5	1573
4	1213
2	570
3	909
3	997
3	910
2	665
2	664
3	956
3	979
2	579
3	898
2	586
3	901
2	592
2	612
4	1273
2	627
2	629
2	599
2	678
3	1001
4	1227
10	2992
2	583
3	893
4	1176
2	547
2	703
2	619
3	947
2	629
2	660
2	686
2	579
2	646
2	658
2	584
2	626
2	642
3	958
2	631
2	596
2	633
5	1577
4	1297
4	1194
2	644
2	624
3	960
2	635
3	1004
2	693
2	639
17	5288
2	752
3	926
2	662
4	1176
2	512
2	626
5	1513
5	1463
7	2137
2	630
2	656
3	985
2	656
2	604
4	1243
4	1169
3	927
2	652
2	638
2	650
3	990
2	587
2	622
2	577
2	744
3	919
2	606
8	2510
5	1510
3	956
2	610
2	577
3	932
2	664
2	645
2	649
3	911
2	641
2	582
2	664
3	870
3	938
2	610
2	632
5	1628
2	600
2	624
3	929
5	1553
3	1030
3	1013
2	588
4	1255
3	936
4	1198
2	609
5	1650
4	1216
2	668
2	600
7	2184
2	659
2	639
3	938
2	572
2	674
27	8357
7	2204
2	715
2	565
2	633
2	644
6	1882
2	611
2	618
4	1216
2	566
2	646
2	724
11	3505
2	660
17	5283
2	625
2	624
5	1614
3	933
16	5156
7	2249
4	1229
4	1205
2	679
9	2818
2	641
2	693
2	678
3	931
2	586
4	1329
2	700
2	582
4	1226
3	991
3	1020
4	1242
2	630
5	1533
3	990
11	3517
3	958
2	600
2	698
2	647
2	608
2	627
3	896
2	672
4	1197
4	1369
2	581
7	2295
4	1241
2	682
2	722
2	755
2	663
11	3265
2	610
3	887
2	618
4	1223
2	649
2	641
2	665
3	1030
2	621
2	646
2	632
2	639
2	615
2	538
2	623
3	941
2	594
2	668
2	588
2	597
2	633
2	645
3	949
3	900
2	656
2	631
3	1000
2	658
2	617
2	633
2	594
2	690
3	974
5	1605
2	625
6	1748
2	642
2	637
2	637
2	636
2	663
2	670
2	663
10	3236
2	617
3	1087
2	666
2	673
3	1013
2	677
10	3283
3	1011
2	651
9	2704
3	921
2	673
2	632
3	958
2	676
4	1199
2	623
2	650
2	570
2	640
4	1317
4	1221
6	1911
2	661
4	1175
2	648
2	584
3	886
2	583
7	2284
2	557
2	638
2	602
2	624
2	636
2	629
4	1142
2	684
3	926
6	1815
2	590
2	647
2	613
2	623
2	732
2	622
12	3840
2	663
3	926
5	1659
3	949
2	581
2	573
2	619
2	685
2	675
3	976
2	617
3	852
2	614
4	1163
2	544
2	689
3	992
2	575
5	1641
2	628
2	565
2	644
7	2287
2	584
4	1319
2	582
2	545
2	600
2	554
2	663
3	941
3	890
7	2284
3	918
2	582
3	965
2	642
2	641
2	629
4	1319
2	657
3	913
3	905
2	657
2	649
2	620
2	578
2	674
4	1225
2	645
3	904
2	675
3	1017
4	1362
4	1236
2	566
2	695
3	955
2	617
2	564
2	617
24	7526
2	581
2	549
2	596
3	900
2	621
3	912
2	735
2	571
2	616
4	1188
3	906
5	1495
7	2091
2	629
2	628
2	665
3	963
2	663
2	691
3	969
4	1248
2	689
3	992
2	679
2	642
5	1550
2	639
3	935
3	903
4	1407
2	660
2	652
3	924
3	954
2	608
4	1260
2	667
2	574
3	929
2	652
2	600
4	1204
2	592
2	654
2	642
2	566
3	962
3	1018
2	651
3	946
3	879
2	690
2	600
2	655
2	747
3	947
3	1010
4	1321
2	668
2	635
2	565
2	678
3	989
2	643
2	537
2	655
2	495
2	662
2	629
2	616
2	553
7	2225
2	611
4	1305
2	641
3	960
2	609
2	634
2	645
3	887
3	956
2	491
3	916
2	628
4	1237
4	1201
2	590
2	617
4	1254
2	647
3	970
2	668
2	595
2	613
2	637
2	637
2	669
2	607
2	564
2	711
3	926
8	2389
2	629
2	607
3	945
2	627
2	676
3	901
2	585
2	633
2	657
5	1595
2	660
2	666
4	1240
2	610
2	584
2	504
2	588
2	606
3	986
2	577
2	665
2	574
2	674
2	595
11	3506
2	629
2	628
2	607
4	1330
3	874
2	672
3	882
2	626
2	584
4	1267
2	599
4	1359
3	932
3	969
2	602
2	581
6	1968
4	1236
2	632
4	1203
3	916
2	609
3	938
2	556
2	689
2	671
2	648
2	655
3	891
2	617
3	916
2	594
2	598
2	596
2	798
2	645
2	685
2	615
22	6967
2	586
4	1228
2	605
3	905
2	655
3	956
2	646
2	568
3	855
3	934
3	922
4	1346
2	581
2	636
2	636
2	568
3	974
3	870
4	1326
5	1629
2	629
3	844
2	559
2	636
6	1832
4	1246
2	668
2	624
